5.058048784698990774e-01,4.147435700849960716e-01,-6.731264340542306712e-01,5.990757585293073006e+00,3.841117016050417110e-01
4.464781348025949059e-01,5.571125354566950350e-01,-9.696263622407599314e-01,1.110665071042236329e+00,7.052529751004713576e-01
3.228267073467688264e-01,4.746780073770869857e-01,-7.163044349995146831e-01,3.498047097003286865e+00,4.645997889596146235e-01
5.946102466403316855e-01,4.157982319577490093e-01,1.115334681127794880e+00,7.816691502882532561e+00,5.848812583241377316e-01
5.445123510263752964e-01,6.610712776271204794e-01,-1.327258468005574343e+00,5.723027899170157973e+00,6.697159165892428989e-01
3.512234209693694265e-01,3.937521569695803803e-01,-1.397450892325365235e+00,2.471067283342141430e+00,6.194546556091408140e-01
5.012891904640621732e-01,6.922797791102934806e-01,7.559817305657041686e-01,2.371938465546636898e+00,4.933461981530301577e-01
3.608138026661729114e-01,4.901156116101830218e-01,8.479165124090410899e-01,7.617422992254239134e+00,3.027122182276865692e-01
3.235106306038487700e-01,6.229477183595479861e-01,1.794117615577011549e+00,1.819145978373475359e+00,8.751750364487003164e-01
3.233065672086613551e-01,5.503118130222404147e-01,-2.138608249035036657e+00,1.378216413426977649e+00,4.558547876509886354e-01
3.802204424943796957e-01,3.533733719689911568e-01,2.136628773401582748e+00,4.136239745327732642e+00,3.765063757629956154e-01
3.059324741608593357e-01,4.205328420932916700e-01,-1.503529523214197638e-03,2.353022636983113536e+00,7.351697811148195649e-01
5.550421320249937507e-01,3.989774410454698383e-01,-2.337314987807767253e+00,9.589976398051582862e+00,3.944232511078503700e-01
3.603768938789011500e-01,5.723787367619044275e-01,-1.167214472898918221e+00,3.492278421288460777e+00,8.880841945082693645e-01
5.348124288751372468e-01,6.044117982460179839e-01,-5.226972106030665088e-01,8.410812967004757112e+00,4.803723975632449017e-01
2.224589380770433666e-01,6.385446627538534647e-01,-1.947745659707274868e+00,7.371801935376589121e+00,7.010519575836370310e-01
2.597337321868589122e-01,5.694265648042968753e-01,-1.781176261023933893e+00,6.440928640091524215e+00,6.032800714173398582e-01
4.040645872340791200e-01,6.895121846526912623e-01,-1.891455328664866542e+00,3.762074392984580573e+00,4.430739388851973048e-01
5.329919480778918528e-01,5.716533118926028223e-01,-1.197441934988608736e+00,4.005014132985492914e+00,8.284914510082286299e-01
3.787425186358135409e-01,4.336666587979213228e-01,-3.441865877948462327e-01,4.473373195740663277e+00,3.851151280977191949e-01
1.694758127371790435e-01,4.394806538622927916e-01,-3.053508971541035510e+00,9.070495613309621064e+00,5.678120100635984935e-01
4.399125333800875115e-01,5.205045636130783970e-01,2.925032983328197389e+00,9.908224049543427725e+00,5.048445940890771144e-01
5.290084803861858642e-01,4.447212080692106717e-01,-1.037322867314149022e+00,2.992568240517826439e+00,3.413322698904224239e-01
2.498262043220538520e-01,6.486248838613618561e-01,-7.928235903727740563e-01,2.024772024672205184e+00,4.757708831744825728e-01
4.072794435958893011e-01,4.440925222163467079e-01,2.619058069758511742e+00,1.672046126358316620e+00,4.507119165993037635e-01
4.665173750468066816e-01,6.217186357041262212e-01,-2.618079010820201447e+00,5.137539203865932436e+00,6.324649963077252357e-01
1.086950659361302779e-01,3.641009715219805654e-01,9.351027912335130310e-01,3.052302161933834412e+00,8.226829700830017300e-01
5.229194814991170448e-01,6.308791186944111562e-01,2.577726834345881457e-01,6.248244690677992708e+00,3.490215165616645798e-01
3.992012999469751744e-01,4.748989299671620978e-01,4.278727970938883018e+00,4.416483795070607066e+00,5.430349140843999667e-01
1.834238176388313657e-01,4.180646782160560848e-01,-1.171291886464900234e+00,1.534110333482535671e+00,6.768707865933897283e-01
4.280744560839701007e-01,4.822093935498252826e-01,-6.850921729603056676e-01,4.615819264548752798e+00,3.456819379209062348e-01
4.799460748868669135e-01,3.110513496177870207e-01,1.334664066932922388e+00,4.988330269930143501e+00,3.860636844728861927e-01
5.746215957518940876e-01,4.562432664804858540e-01,-2.784137932011239158e-01,5.319963121570379094e+00,3.430433089727111806e-01
3.525903290231897635e-01,4.779949819806562639e-01,3.502431080671740915e+00,6.589472315181813755e+00,5.170572202601352307e-01
5.127378273519948015e-01,3.225559094403194216e-01,1.904438789950628319e+00,2.442029155699139586e+00,5.681062839891105609e-01
2.388904080460717838e-01,6.098549658858773981e-01,-2.529370340911668791e+00,2.197141853887388141e+00,6.598260486957931992e-01
5.561213540222498253e-01,6.660113895698863695e-01,2.160236082013224923e+00,5.426727370471875034e+00,6.829085798307017452e-01
2.657919554469707069e-01,6.857652609538605892e-01,-2.341560903092769319e+00,2.333028043053271716e+00,6.388745344408064408e-01
2.562410100616391850e-01,6.653623966499473408e-01,-1.232682150798693588e+00,7.139309098180686597e+00,6.042730908120271804e-01
1.399844207360042003e-01,5.753358163754731525e-01,1.841589861694722607e+00,2.951855316533490203e+00,9.671610187314029217e-01
1.723616421247867736e-01,5.055863353732155119e-01,1.699431886830380378e+00,7.967112048641926236e+00,7.226591675124038883e-01
5.386993594388905793e-01,3.507624963185073108e-01,-1.160535831309983834e+00,8.807487795055806146e+00,3.807823526487917887e-01
1.081637478380270412e-01,5.217562931198602705e-01,9.189845186500331664e-01,2.822006183445417982e+00,9.629335859078828053e-01
1.610332073355942029e-01,6.184851431251126019e-01,-6.993939355278104841e-01,2.471375703156714287e+00,9.443008395104123265e-01
2.851224478364052795e-01,3.700505814264426485e-01,-1.366756675336967319e+00,5.890681050296615595e+00,6.987431471071859912e-01
4.017539690365812266e-01,3.081481428054769212e-01,1.067889271552102670e+00,4.770506918028002197e+00,5.071280135407613132e-01
5.077694171139457424e-01,6.743177820408368106e-01,-2.124232873343878225e+00,2.907007885602592268e+00,5.245371860995533542e-01
5.299219118335211087e-01,6.137915181182047597e-01,-1.934742232843758458e+00,6.796246117804921383e+00,4.613900647827127166e-01
5.789599308133157596e-01,3.903207052947293421e-01,1.596274936486711482e+00,3.164433830075455312e+00,9.000786588918024966e-01
1.897034270298426084e-01,4.607811038002391224e-01,2.999722043463735943e+00,1.709357591393719122e+00,7.445186424769083544e-01
5.707317051866235280e-01,5.796940391806046922e-01,-1.897603138667953715e-01,9.674523287940221650e+00,5.805286519624792696e-01
4.148822011960316969e-01,4.033562611624878502e-01,-1.853794340752918490e+00,5.399887939969592487e+00,5.714839604869205170e-01
5.699081690080303186e-01,4.769519289906781756e-01,6.788065561806266857e-01,1.697300361148222470e+00,9.785041863613124224e-01
3.688788586114435386e-01,4.628422380727953422e-01,-2.702533429099011286e+00,2.490264686622097212e+00,5.363374478723013095e-01
2.469122689304975027e-01,5.375782392730098502e-01,-1.427688654467305973e+00,7.968359805265670559e+00,5.282322573829831835e-01
4.741615196725533776e-01,4.447421746411195920e-01,-1.958551986606553275e+00,7.064902305658276482e+00,7.719257027165423724e-01
4.032741380525300956e-01,4.814522023664498107e-01,2.097683320404291507e+00,9.044915952160144101e+00,7.484692490026504386e-01
4.286876187824792961e-01,4.943666673918152288e-01,1.941131337478264385e+00,3.082751190793441953e+00,8.666093185781716945e-01
3.673100929903753142e-01,5.625589125470569218e-01,9.811938856969337763e-01,3.755734026065840947e+00,4.735825811459088985e-01
5.063979101516392634e-01,3.996083344332220788e-01,-2.280149440298405494e+00,4.032747527890672146e+00,5.243238775245655514e-01
4.605171449708967968e-01,3.199258535601769426e-01,-1.667255149676765580e+00,7.708609591238355208e+00,6.674807503141226839e-01
5.536467580927502130e-01,4.113310052358781221e-01,-7.547371759204342112e-01,3.586422549652259928e+00,7.255994968749818197e-01
2.362849781201362132e-01,6.272927444053691959e-01,-7.226819186026363084e-01,9.813125909977079786e+00,5.575527496080425749e-01
3.294753185215185676e-01,6.865745964294410753e-01,-4.696870191139392858e-01,5.665297799341301399e+00,4.888232793927073105e-01
3.472357894338120587e-01,4.803441344792909184e-01,2.270412453957753485e+00,3.952809473499159676e+00,5.222290262088353785e-01
4.040152104943182110e-01,6.122008546599361223e-01,2.433358402251989183e+00,9.259641422294119906e+00,3.169077950027268109e-01
5.227880645599478626e-01,3.618588116521728182e-01,3.288414067680134778e+00,8.824740763997352744e+00,4.007200094777135790e-01
5.281005165289469616e-01,6.613830217669910416e-01,2.931833654650350951e-01,9.934540655555354149e+00,4.627662335365300139e-01
4.231641566974042590e-01,6.795765588727428197e-01,-1.398479987468606467e+00,3.436869321688962309e+00,4.589295401367535776e-01
3.300555457326153075e-01,3.512771140638557554e-01,6.949726407466014777e-01,1.067077625255649309e+00,6.924011201798375703e-01
2.551751815935789369e-01,6.097423255679175202e-01,-1.658492788959296416e+00,6.088513306750286347e+00,6.355367951388474212e-01
4.000960049708118804e-01,3.552740881103746418e-01,3.169623406758697470e+00,1.429117994950882542e+00,8.608496362915746269e-01
5.029229757052382510e-01,4.748771975147624280e-01,-9.341503223754372698e-01,5.621910536815025949e+00,6.955141738169701160e-01
3.218982558505726344e-01,5.616410243771443600e-01,2.735325909948876699e+00,3.901439106648766586e+00,5.998773963194287129e-01
1.764375639232325932e-01,3.561034265529033349e-01,1.229740566409178726e+00,2.327893541643696551e+00,6.421381536687145175e-01
2.504190903690132197e-01,5.508806870385107857e-01,-1.207738048649440898e+00,8.796343946217520582e+00,5.636783276290030509e-01
5.473439804256902130e-01,6.368663048616072242e-01,1.833366083847441708e+00,2.355855286757098099e+00,7.813701411647381301e-01
